id,question,answer,answer_value,answer_unit,ref_id,ref_url,supporting_materials,explanation,Cohort,Corrected,Quote,Table,Figure,Math,is_NA,CrossPaper,Reconcile
q407,"In a cross-efficiency DEA analysis of large language models, what cross-efficiency score is reported for Claude-3.7 Sonnet, the highest-scoring model?",0.886,0.886,score,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],"Appendix C: ""Claude-3.7 Sonnet scored highest (0.886), combining strong reasoning with an efficient infrastructure footprint.""","Evidence: quote. Re-based on the TEXT 2026-08-20 after Zain's review. The earlier version asked for the Artificial Intelligence Index, a value printed only as a bar label in Figure 6 and stated nowhere in the prose. Three independent reads of that figure disagreed -- our vision pass wrote 57, the RAG pipeline read 0.97, and the human reviewer read a third thing -- which is disqualifying for a scored gold. The cross-efficiency score is printed in Appendix C and is not in dispute.",2026,0,1,0,0,0,0,0,0
q410,"Across the years for which Wisconsin utilities have reported to the state, which year had the highest total annual electricity sales?",2007,2007,year,['wpf2026'],['https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf'],"Figure 2 (Electricity Sales Have Declined Since 2005; stacked bars by year, investor-owned plus municipal utilities).",Evidence: figure-based. In Figure 2 the 2007 bar is the tallest in the 2005-2024 series (just above 70 million MWh). The peak year is only visible in the chart; the text gives the 20-year percentage decline but never names the peak year.,2026,1,0,0,1,0,0,0,0
q415,"Under Texas Senate Bill 6, above what size must large electrical loads follow the redefined ERCOT interconnection process, in megawatts?",75 MW,75,MW,['chen2025grid'],['https://arxiv.org/pdf/2509.07218'],"""such as data centers exceeding 75 MW, within the ERCOT grid""",Evidence: quote. Texas SB-6 (2025) applies its redefined interconnection process to large loads such as data centers exceeding 75 MW.,2026,0,1,0,0,0,0,0,0
q416,How much electricity does it take to label the sentiment of a thousand short passages of text?,0.002 kWh,0.002,kWh,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Table 2,"Evidence: table. Table 2 lists text classification with a mean of 0.002 kWh per 1,000 inferences, the lowest of the ten tasks studied.",2026,0,0,1,0,0,0,0,0
q418,What share of Google's machine learning energy use was attributed to inference rather than training in 2022?,60 percent,60,percent,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Introduction,Evidence: quote. The introduction cites a 2022 Google study attributing 60% of its ML energy use to inference and 40% to training.,2026,0,1,0,0,0,0,0,0
q421,"By what factor does generating text consume more energy than filling in a single masked token, for the same number of inferences?",15x,15,multiplier,['luccioni2024'],https://arxiv.org/pdf/2311.16863,"Quote: ""on average, text generation uses 15 times more energy than masked language modeling"".","Evidence: quote. The cost is in the tokens generated, not the model: masked language modeling emits one token, the text generation setup emits ten.",2026,0,1,0,0,0,0,0,0
q422,"Under the longstanding decree governing its withdrawal, how many billion gallons per day may Illinois divert from Lake Michigan?",2.1 billion gallons per day,2.1,billion gallons per day,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""Under that decree, Illinois (via Chicago) may divert 2.1 billion gallons per day from Lake Michigan.""",Evidence: quote. Useful scale anchor: this single allocation dwarfs any individual data center demand.,2026,0,1,0,0,0,0,0,0
q423,"What daily diversion volume, in millions of gallons per day, did the Compact Council approve for Waukesha in 2016?",8.2 million gallons per day,8.2,million gallons per day,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""The Compact Council approved Waukesha's diversion application in June 2016 under the following conditions: A reduced diversion volume of 8.2 million gallons per day."" The original application reviewed in 2016 was for 10.1 million gallons per day.",Evidence: quote. The approved volume is lower than the 10.1 MGD applied for; a question asking for the application figure would have a different answer.,2026,0,1,0,0,0,0,0,0
q424,True or False: a chip's Thermal Design Power is a reliable proxy for the power it actually draws on a real workload.,FALSE,0,is_blank,['mlperfpower2024'],https://arxiv.org/pdf/2410.12032v2,"Quote: ""TDP only represents the thermal design limit, not the actual power usage in typical workloads... These metrics often grossly overestimate actual power consumption, making them poor approximations for real-world usage.""",Evidence: quote. TDP and PSU ratings overstate. A footprint estimate built on spec sheets is inflated before any other assumption enters.,2026,0,1,0,0,0,0,0,0
q425,A widely repeated per-request energy figure for a chat assistant traces back to an offhand comparison by whom?,"Alphabet's chairman, John Hennessy",John Hennessy,is_blank,['luccioni2025c'],https://arxiv.org/pdf/2506.15572,"Quote: ""an initial remark from Alphabet's Chairman John Hennessy during a 2023 interview with Reuters, in which he said that 'having an exchange with AI known as a large language model likely cost 10 times more than a standard keyword search'.""",Evidence: quote. The chain from a single interview remark to a universally quoted statistic is the point.,2026,0,1,0,0,0,0,0,0
q426,"What per-search energy figure, in kWh, did that 2009 blog post give for an average query?",0.0003 kWh,0.0003,kWh,['luccioni2025c'],https://arxiv.org/pdf/2506.15572,"Quote: ""for the average query [...] this amounts to 0.0003 kWh of energy per search"".",Evidence: quote.,2026,0,1,0,0,0,0,0,0
q427,"As model parameter counts grow exponentially, does the energy cost of inference scale linearly, sublinearly, or superlinearly?",Sub-linearly,sublinear,is_blank,['chen2025grid'],https://arxiv.org/pdf/2509.07218,"Quote: ""Despite the exponential growth in model parameters, the associated energy cost of inference has been shown to grow sub-linearly, suggesting that efficiency gains can partially offset the demands of larger architectures.""","Evidence: quote. The counterweight to q491: bigger models do not cost proportionally more per query, which is a genuine reason for measured optimism.",2026,1,1,0,0,0,0,0,0
q429,A case study of quantization and local inference reports reducing LLM energy use and carbon emissions by up to what percentage?,Up to 45%,45,percent,['khan2025'],['https://arxiv.org/pdf/2504.06307'],"khan2025 abstract: ""these methods can reduce energy consumption and carbon emissions by up to 45% post quantization""; Results: ""significant reductions in carbon emissions across all models, with some achieving up to 45% after optimization.""","Evidence: quote. The claimed ceiling is 45%, from quantization plus local inference. Note the framing: ""up to"" is the best case across models, not the average, and the authors report accuracy effects as minor rather than zero.",2026,0,1,0,0,0,0,0,0
q430,"In a case study that reduced LLM carbon emissions through quantization, what bit-width did the quantization strategy use?",4-bit,4,bits,['khan2025'],['https://arxiv.org/pdf/2504.06307'],"khan2025: ""bit quantization strategy (b = 4), which substantially reduces"" memory; quantization maps 32-bit weight tensors to a b-bit representation.","Evidence: quote. The study's strategy is 4-bit (b = 4), applied via Ollama for local deployment. Worth knowing against the common rule of thumb that 8-bit is the safe default: the corpus's worked example achieving its 45% reduction is more aggressive than that, and pairs with a separate survey's warning that post-training quantization often costs performance.",2026,0,1,0,0,0,0,0,0
q431,"During LLM fine-tuning, quantization reduces model size and memory footprint but can increase computation time. Which operation is responsible for that increase?",De-quantization,de-quantization,is_blank,['xia2024'],['https://arxiv.org/pdf/2408.04693'],"xia2024: ""While quantization reduces model size and memory footprint, it can increase computation time due to de-quantization. This highlights the need to evaluate trade-offs between memory savings and computation time.""","Evidence: quote. The multi-factor point: quantization is not free compute. Weights stored at low precision must be de-quantized to multiply, and in Mixtral fine-tuning that kernel becomes significant at low sparsity and small batch sizes. Memory saved is not the same axis as time or energy spent. Answer with the one-word operation name.",2026,0,1,0,0,0,0,0,0
q432,"A research review notes that fine-tuned small domain-specific models often outperform much larger general models. On diabetes-related tasks, a small domain-specific LLM is reported to outperform which two frontier models?",GPT-4 and Claude-3.5,"(GPT-4,Claude-3.5)",is_blank,['zschache2025'],['https://arxiv.org/pdf/2508.14170'],"zschache2025: ""an diabetes-specific LLM - despite having significantly fewer parameters - outperforms both GPT-4 and Claude-3.5 in processing various diabetes tasks"" (citing Wei et al., 2024).","Evidence: quote. Both names are required. The passage is the corpus's clearest statement of the fine-tune-small-instead route: for specialized tasks, a small model tuned on the domain beats frontier scale, at a fraction of the energy. Note the epistemics: this is a survey relaying Wei et al.'s result, not the benchmark's own measurement.",2026,0,1,0,0,0,0,0,0
q433,"For long prompts, a reasoning-focused model is benchmarked at over seventy times the energy of which small non-reasoning model in the same family generation?",GPT-4.1 nano,GPT-4.1 nano,is_blank,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],"jegham2025: ""o3 consumes 39.223 Wh, while DeepSeek-R1 and GPT-4.5 consume 33.634 Wh and 30.495 Wh, respectively, which is over seventy times the energy use of GPT-4.1 nano.""","Evidence: quote. The efficiency trend is not one-directional. Per-query energy of the cheapest models keeps falling, and the industry's flagship direction -- test-time reasoning -- moves the other way by nearly two orders of magnitude within one vendor's lineup. Any claim that efficiency gains will outrun demand has to survive this table.",2026,0,1,0,0,0,0,0,0
q434,True or False: the benchmark that measured sub-watt-hour energy for short chatbot queries concluded that per-query impacts being modest means the aggregate impact is negligible.,FALSE,0,is_blank,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],"jegham2025: ""While these per-query values may seem modest when isolated, their impact becomes considerable at scale. A single model, such as GPT-4o, serving hundreds of millions of daily requests, can emit as much carbon as thousands of transatlantic flights.""","Evidence: quote. The paper that produced the reassuring per-query numbers explicitly rejects the reassuring conclusion: at 700 million daily queries the same 0.42 Wh becomes hundreds of megawatt-hours a day, thousands of flights' worth of carbon, and the annual drinking water of over a million people. Citing the small number without the scale warning is the exact omission the transparency literature documents.",2026,0,1,0,0,0,0,0,0
q435,"For a long prompt, the o3 reasoning model consumes how many times the energy of a short GPT-4o query?",About 93 times (39.223 Wh vs 0.42 Wh),"[91.5,95.2]",multiplier,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],jegham2025 reports 39.223 Wh for o3 on long prompts and 0.42 Wh for a short GPT-4o query.,Evidence: combination within one source. 39.223 / 0.42 = 93.4; +-2% bracket.,2026,0,0,0,0,1,0,0,0
q436,True or False: two GPU cluster deployments running at the same average utilization draw roughly the same power.,FALSE,0,is_blank,['lei2026'],['https://arxiv.org/pdf/2604.04745v1'],"lei2026: 'between two deployments operating at the same level of utilization, power draw can differ' -- it may even be better to leave some GPUs unutilized in favor of packing work.",Evidence: quote. Average utilization is not a reliable proxy for energy efficiency.,2026,0,1,0,0,0,0,0,0
q437,"True or False: under a fixed compute budget, a larger code-generation model always produces better results than running a smaller one more times.",FALSE,0,is_blank,['hassid2024'],['https://arxiv.org/pdf/2404.00725'],"hassid2024: 'given a fixed compute budget, smaller models yield better results than larger ones' -- 7B/13B beat 34B/70B by up to 15%.",Evidence: quote. The honest framing of 'is bigger always better': not under a fixed budget.,2026,0,1,0,0,0,0,0,0
q438,True or False: making AI models more technically efficient is by itself enough to guarantee a net reduction in AI's environmental harm.,FALSE,0,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],Rebound effects undermine the assumption that improved technical efficiency alone will ensure net reductions in environmental harm.,"Evidence: quote. The central claim of the rebound literature, and the one an operator planning a build-out most needs: efficiency is necessary, not sufficient.",2026,0,1,0,0,0,0,0,0
q439,"Under which category of indirect impact are targeted advertisements that use AI to prompt additional consumer purchases placed: substitution, induction, or scale effects?",Induction,induction,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Table 1, Induction impacts: ""Targeted ads that use AI to induce more consumption.""",Evidence: table. AI's emissions are not only what it costs to run -- they include the consumption it successfully persuades people into.,2026,0,1,1,0,0,0,0,0
q440,"Expanding nuclear generation to power AI carries environmental costs of its own. Besides the disposal of nuclear waste, name one that is flagged.",Increased water consumption,increased water consumption,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"nuclear power presents a distinct set of environmental harms related to disposal of nuclear waste, and increased water consumption required for cooling","Evidence: quote. The clean-firm-power answer has a water bill, which the energy conversation routinely omits.",2026,0,1,0,0,0,0,0,0
q441,Power purchase agreements signed by AI compute providers are listed as an economy-wide effect that enables what to be expanded globally?,Renewable energy capacity,renewable energy capacity,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Table 1, Economy-wide rebound effects: ""Power purchase agreements from AI compute providers enable global renewable energy capacity to be expanded.""",Evidence: table. luccioni2025a Table 1: 'Power purchase agreements from AI compute providers enable global renewable energy capacity to be expanded.' Question carries 'globally' 2026-08-17 so the answer does not have to decide whether to include it.,2026,0,1,1,0,0,0,0,0
q443,"True or False: across a large multi-model inference benchmark, one GPU is universally the most energy-efficient regardless of which language model is served.",FALSE,0,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"Answering RQ1: While no single GPU is universally the most energy-efficient across all LLMs, the H100 dominates in 90% of models in the batch scenario.",Evidence: quote. The honest answer to 'which GPU is the most efficient?' is that the question is underspecified -- efficiency rankings move with the model being served.,2026,0,1,0,0,0,0,0,0
q444,"In a benchmark of ten GPUs run in batch mode, one accelerator is the most energy-efficient choice for what percentage of the language models tested?",90 percent,90,percent,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"Answering RQ1: While no single GPU is universally the most energy-efficient across all LLMs, the H100 dominates in 90% of models in the batch scenario.","Evidence: quote. 'No universal winner' does not mean 'no useful default' -- one GPU still wins nine times out of ten in batch, which is the practical reading.",2026,0,1,0,0,0,0,0,0
q445,True or False: TFLOPS per Watt reliably predicts which GPU will use the least energy per token when serving a full language-model inference workload.,FALSE,0,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"a commonly used energy efficiency proxy, TFLOPS per Watt, is a poor predictor at the system level across full inference workloads: as shown on Table 2 and Figure 2, GPUs with higher TFLOPS/W do not consistently achieve lower energy per token",Evidence: quote. The spec-sheet metric everyone quotes does not survive contact with a real workload -- the reason a purchasing decision cannot be made from a datasheet.,2026,0,1,1,1,0,0,0,0
q446,The most-quoted GPU efficiency metric is a poor system-level proxy for inference because of a bottleneck it fails to capture. What is that bottleneck?,Memory bandwidth,memory bandwidth,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"Third, we show that TFLOPS per Watt is a poor proxy for energy efficiency at the system level across full inference workloads, as one of the main bottlenecks in LLM inference is memory bandwidth.","Evidence: quote. Compute-per-watt describes the wrong constraint: inference spends its time moving weights, not multiplying them.",2026,0,1,0,0,0,0,0,0
q447,True or False: whether a deployment runs in batch mode or serves live requests leaves the relative energy-efficiency ranking of GPUs essentially unchanged.,FALSE,0,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],Answering RQ3: the deployment scenario strongly influences the energy efficiency and GPU rankings.,"Evidence: quote. The same hardware ranks differently depending on how you use it, so a benchmark result is only transferable to a deployment that matches it.",2026,0,1,0,0,0,0,0,0
q451,"Besides the GPU itself, at which two additional levels does a power-measurement layer capture consumption, so that figures are not accelerator-only?",Node and system level,node and system,is_blank,['tokenpowerbench2025'],['https://arxiv.org/pdf/2512.03024v1'],"a measurement layer that captures GPU-, node-, and system-level power without specialized power meters","Evidence: quote. tokenpowerbench2025 captures 'GPU-, node-, and system-level power'. Gold changed 2026-08-17 from the list form for the same reason as the prefill/decode question.",2026,0,1,0,0,0,0,0,0
q452,A benchmarking effort argues that certain factors affect machine learning systems' energy efficiency more profoundly than traditional considerations. Name one of the two it identifies.,Data movement between memory hierarchies,data movement between memory hierarchies,is_blank,['mlperfpower2024'],['https://arxiv.org/pdf/2410.12032v2'],"The complexity is further compounded by system-level interactions, such as data movement between memory hierarchies and communication overheads in distributed systems, which have a more profound impact on ML systems' energy efficiency than traditional considerations.",Evidence: quote. mlperfpower2024 names 'data movement between memory hierarchies and communication overheads in distributed systems' as more profound than traditional considerations. Gold lengthened 2026-08-17 to the source's full phrase; the truncated 'data movement' failed the model's more complete and equally correct answer.,2026,0,1,0,0,0,0,0,0
q454,True or False: mean power draw is a defensible basis for comparing GPU deployments in server scenarios specifically because it reflects idle stretches as well as busy ones.,TRUE,1,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"We therefore utilize mean power draw, as it captures idle and active periods and enables consistent comparisons of LLM-GPU deployments in server scenarios.","Evidence: quote. TRUE, and the pair to the question about its limitation: the same property that makes mean power draw right for server comparisons -- counting idle -- is what makes it converge toward idle power and stop discriminating between models.",2026,0,1,0,0,0,0,0,0
q457,True or False: energy figures produced by a benchmark that only tested single-GPU deployments can be assumed to hold for multi-GPU serving.,FALSE,0,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"Our current work is limited to LLMs deployed in single-GPU configurations, common in edge, on-prem, and cost- or energy-constrained inference systems.",Evidence: quote. FALSE. Multi-GPU serving adds communication costs the single-GPU measurements never observed -- a limit the study states about itself.,2026,0,1,0,0,0,0,0,0
q460,"An energy-system assessment names three drivers of AI's net effect on emissions: growth in AI training and use, and reductions AI brings to the energy system. The third is increased emissions induced by what mechanism?",Rebound effects,rebound effects,is_blank,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"first, growth in AI training and use; second, emissions reductions brought about by efficiencies and innovations that AI brings to the energy system and the economy at large; and third, increased emissions from the rebound effects of AI use through inducing new consumption","Evidence: quote. iea2025: 'third, increased emissions from the rebound effects of AI use through inducing new consumption'. Question narrowed 2026-08-17 so the answer is the mechanism alone.",2026,0,1,0,0,0,0,0,0
q464,"A study evaluates three levers for cutting a workload's emissions: geographic region, time of day, and dynamic pausing. Which of the three do the authors say they are the first to address?",Time of day,time of day,is_blank,['dodge2022'],https://arxiv.org/pdf/2206.05229,"Quote: ""using cloud instances in different geographic regions, using cloud instances at different times of day, and dynamically pausing cloud instances when the marginal carbon intensity is above a certain threshold.""","Evidence: quote. dodge2022 on the two avenues they explore: 'While the former [region] has been recognized by prior work, we are the first to address the latter [time of day].' Options stated 2026-08-17 so a correct answer cannot lose on phrasing ('changing time of day').",2026,1,1,0,0,0,0,0,0
q465,"In a study of model-attention disaggregation, what hourly price is listed for an NVIDIA H20?",$4.63/hr for H20,4.63,USD per hour,['chen2024'],['https://arxiv.org/pdf/2405.01814'],"Table 1: H100, H20, and TPU v6e specifications.","Evidence: table. Table 1 (H100, H20, and TPU v6e specifications) lists the H20 price per chip as $4.63/hr (an estimate based on relative system cost against H100).",2025,1,0,1,0,0,0,0,0
q467,How long does it take to train ELMo on 3 NVIDIA GTX 1080 Ti GPUs?,336 hours,336,hours,['strubell2019'],['https://arxiv.org/pdf/1906.02243'],"[Table 3, ""We train all models on
a single NVIDIA Titan X GPU, with the exception
of ELMo which was trained on 3 NVIDIA
GTX 1080 Ti GPUs.""]","Evidence: combination. Strubell et al. (2019) state ELMo 'was trained on 3 NVIDIA GTX 1080 Ti GPUs' and Table 3 reports its training time as 336 hours, giving the answer of 336 hours.",2025,0,1,1,0,0,0,0,0
q468,"True or False: power usage effectiveness is an appropriate measure of a data centre building's energy overhead, even though it reveals nothing about how efficiently the models running inside it use that energy.",TRUE,1,is_blank,['patterson2021'],['https://arxiv.org/pdf/2104.10350'],"patterson2021: ""If the overhead were 50%, the Power Usage Effectiveness (PUE) would be 1.5"" -- PUE is the ratio of total facility energy to the energy delivered to IT equipment.","Evidence: quote. TRUE, and the pair to the question about PUE being the wrong metric for comparing machine learning systems. The metric is not broken; it is borrowed. It answers 'how much extra does this building cost to run' and is silent on everything above the power socket.",2026,0,1,0,0,0,0,0,0
q469,"One study reports a high-end accelerator as the most energy-efficient choice for the large majority of models it benchmarked. Another finds a smaller, older GPU cuts power draw by 43% for an 8-billion-parameter model. True or False: the two findings contradict each other.",FALSE,0,is_blank,"['argerich2026', 'wattgpu2026']","['https://arxiv.org/pdf/2604.09048v1', 'https://arxiv.org/pdf/2607.02391']","argerich2026: 'the H100 dominates in 90% of models in the batch scenario'. wattgpu2026: 'Llama 3.1 8B with a SLA of a mean ITL < 25ms, it is possible to reduce power draw by 43% by choosing an A30 instead of an H100'.","Evidence: reconciliation. They do not contradict: argerich2026 ranks GPUs unconstrained, where the fastest card wins on energy per token, while wattgpu2026 imposes a mean inter-token latency ceiling of 25 ms, under which the cheapest card that clears the bar wins. 'Which GPU is most efficient' has no answer until the service target is stated. Reframed 2026-08-17: an earlier version asked for the 25 ms threshold, which the validator correctly rejected -- quoting one source at face value would have scored correct, which is the mistake a Reconcile question exists to catch.",2026,0,1,0,0,0,0,1,1
q470,How many electric delivery vans does Amazon report having deployed cumulatively by 2023?,"more than 19,000 electric delivery vans",19000,electric delivery vans,['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf'],Goals Summary Table: 19K+ electric delivery vans on the road (2023).,"Evidence: table. The Goals Summary table reports ""19K+ electric delivery vans"" on the road in 2023, i.e. more than 19,000. This is the cumulative fleet on the road as of 2023; the 2022 count (2.6K+) is already included in the 2023 total, so the counts must not be summed.",2025,1,0,1,0,0,0,0,0
q471,"As of 2023, how many gigawatts of energy storage capacity does Amazon report holding?",1.3 GW,1.3,GW,['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf'],We invest in energy storage […] We now hold 1.3 GW of storage capacity,"Evidence: quote. The report states ""We now hold 1.3 GW of storage capacity, up from 445 MW in 2022,"" so Amazon held 1.3 GW of energy storage capacity as of 2023.",2025,1,1,0,0,0,0,0,0
q474,"For the four notable models studied in depth, R&D staff costs including equity accounted for what percentage range of the total amortized cost?",29% to 49%,"(29,49)",percent,['cottier2024'],['https://arxiv.org/pdf/2405.21015'],"For these models, we find that R&D staff costs including equity are between 29% and 49% of the total amortized cost.","Evidence: quote. Section 1/3.5 states 'we find that R&D staff costs including equity are between 29% and 49% of the total amortized cost' for the four in-depth models (GPT-3, OPT-175B, GPT-4, Gemini Ultra).",2025,1,1,0,0,0,0,0,0
q478,"In the final growth stage of the FLM-101B training, what was the achieved FLOPs utilization percentage?",52.88%,52.88,percent,['li2025a'],['https://arxiv.org/pdf/2309.03852'],Table 2: Parallel strategies and throughput for different growth stages.,"Evidence: table. Table 2 of Li et al. (2025) lists FLOPs Utilization by growth stage as 51.90% (16B), 51.30% (51B), and 52.88% (101B); the final 101B stage achieved 52.88%.",2025,0,0,1,0,0,0,0,0
q482,"Given the total pre-training GPU hours and the number of GPUs used, estimate the total wall-clock time in days required to pre-train the JetMoE-8B model.",~13 days,13,days,['shen2024'],['https://arxiv.org/pdf/2404.07413'],"""…30,000 H100 GPU hours… We conduct training on a cluster containing … 96 H100s.""","Evidence: math. Using 30,000 H100 GPU-hours over 96 H100s: wall-clock ≈ 30,000 ÷ 96 = 312.5 hours, and 312.5 ÷ 24 ≈ 13.0 days (pretraining only; the 60 GPU-hour alignment is separate).",2025,0,0,0,0,1,0,0,0
q489,By what percentage was the overall model size of Facebook's second representative recommendation model (RM2) reduced after being quantized from 32-bit to 16-bit numerical representation?,15%,15,percent,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"""By converting 32-bit floating-point numerical representation to 16-bit, we can reduce the overall RM2 model size by 15%.""","Evidence: quote. Wu et al. (2021) state 'By converting 32-bit floating-point numerical representation to 16-bit, we can reduce the overall RM2 model size by 15%,' giving 15%.",2025,0,1,0,0,0,0,0,0
q494,Which open-source tool was specifically used to apply 4-bit quantization and support local deployment of large language models in the financial sentiment case study?,Ollama,Ollama,is_blank,['khan2025'],['https://arxiv.org/pdf/2504.06307'],"Section III.B.1: 'We apply quantization through Ollama [19], an open-source platform...'","Evidence: quote. Section III.B.1 states ""We apply quantization through Ollama, an open-source platform,"" using 4-bit quantization, so the tool is Ollama.",2025,0,1,0,0,0,0,0,0
q496,How many inferences are required for BLOOMz-560M's cumulative deployment energy to equal its combined training and fine-tuning energy?,"204,592,592 inferences",204592592,inferences,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Table 5,"Evidence: table. Table 5 gives a cost parity figure of 204,592,592 inferences for BLOOMz-560M, the lowest parity point of the four models listed.",2026,0,0,1,0,0,0,0,0
q498,"True or False: a survey of energy-efficient deep learning reports that post-training quantization often causes a non-negligible drop in performance, whereas quantization-sensitive training can reduce that drop.",TRUE,1,is_blank,['mehlin2023'],['https://arxiv.org/pdf/2303.01980'],"mehlin2023, quantization entry: ""Post-training quantization often causes a non-negligible drop in performance, whereas quantization-sensitive training can effectively reduce the performance drop.""","Evidence: quote. The counterweight to any ""quantize and lose nothing"" claim: HOW you quantize matters. Post-training quantization -- the cheap route -- often costs accuracy; training with quantization in mind recovers most of it.",2026,0,1,0,0,0,0,0,0
q499,"In a text-classification benchmark, the best small LLM came within 0.07 accuracy points of the most accurate 72B model. How many times less energy did it consume?",7 times less energy,7,multiplier,['zschache2025'],['https://arxiv.org/pdf/2508.14170'],"zschache2025: ""the best small model (Qwen 2.5 7B) consumes seven times less energy than the most accurate model (Qwen 2.5 72B), with only a minor accuracy reduction of 0.07 points.""","Evidence: quote. The bigger-is-not-always-worth-it result in one line: seven-fold energy saving for 0.07 accuracy points. The same paper's broader finding cuts deeper -- a linear model on sentence embeddings beat every LLM tested on one dataset -- so the right model size depends on the task, not the leaderboard.",2026,0,1,0,0,0,0,0,0
q504,"By what factor did the explosive growth in AI drive the increase in AI training infrastructure capacity at Facebook over the 1.5 year period, from Yr1-Q1 (Year 1, Quarter 1) to Yr2-Q2 (Year 2, Quarter 2) between 2019 and 2021?",2.9x,2.9,multiplier,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"Figure 2(d) and surrounding text: ""Figure 2(d) illustrates that the explosive growth in AI use cases at Facebook has driven 2.9Ã- increase in AI training infrastructure capacity over the 1.5 years.""","Evidence: combination. Referencing Figure 2(d), Wu et al. (2021) state 'the explosive growth in AI use cases at Facebook has driven 2.9x increase in AI training infrastructure capacity over the 1.5 years,' giving 2.9x.",2025,0,1,0,1,0,0,0,0
q506,"Measuring only the accelerator's power draw during a machine learning workload misses the CPU, networking and memory activity that overlaps with it. At what scope must power be measured to capture that interplay? Answer with a noun phrase of at most three words.","Networking and CPUs, which are active at different stages",system level,is_blank,['mlperfpower2024'],https://arxiv.org/pdf/2410.12032v2,"Quote: ""accelerators might be active during forward and backward propagation, networking during gradient exchange, and CPUs during data loading. The isolation of component power fails to capture this dynamic interplay"". The stated remedy is system-level measurement.","Evidence: quote. A GPU-only number is not a workload's energy: the parts are busy at different times, so component isolation understates the total.",2026,1,1,0,0,0,0,0,0
q507,Power Usage Effectiveness is the wrong metric for comparing two machine learning systems because it measures a property of something else entirely. What does it measure? Answer with a noun phrase of at most three words.,"It measures data center efficiency, not the efficiency of the ML system",data center efficiency,is_blank,['mlperfpower2024'],https://arxiv.org/pdf/2410.12032v2,"Quote: ""PUE reflects datacenter efficiency, not ML system efficiency... Focusing on PUE could mask poor system efficiency with good datacenter efficiency, or vice versa.""",Evidence: quote. A good PUE can hide a wasteful system and a bad PUE can bury an efficient one; they answer different questions.,2026,1,1,0,0,0,0,0,0
q508,"In shared or cloud computing facilities, a specific system's power draw can often be resolved no more finely than the level of which piece of equipment? Answer with a noun phrase of at most three words.","Measurement only at the Power Distribution Unit level, covering multiple nodes",power distribution unit,is_blank,['mlperfpower2024'],https://arxiv.org/pdf/2410.12032v2,"Quote: ""Some facilities only measure at the Power Distribution Unit (PDU) level, encompassing multiple nodes, making it challenging to isolate the exact power demands of a specific ML system.""","Evidence: quote. Where a number cannot be measured cleanly, a published figure rests on apportionment assumptions.",2026,1,1,0,0,0,0,0,0
q510,"To achieve a BLEU score increase from 5 to 40 for a GPT-3-based language translation task, how much larger must the model be?",1000x larger,1000,multiplier,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"Figure 2(a) caption: ""For example, with GPT-3, to increase the model quality BLEU score from 5 to 40 requires a model 1,000Ã- larger in size.""","Evidence: combination. Per Figure 2(a) of Wu et al. (2021), 'with GPT-3, to increase the model quality BLEU score from 5 to 40 requires a model 1,000x larger in size,' giving 1000x.",2025,0,1,0,1,0,0,0,0
